id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
700,Willian,6,457,0,0.8407944105565548,2,1.0873473286628723,3,7,0,0,F,Arsenal,0,0.8407944105565548,2.326705776154995,1.1350656412541866
703,Fikayo Tomori,1,43,0,0,0,0,0,0,0,0,S,Chelsea,0,0,0.08979473263025284,0.08979473263025284
706,Lukasz Fabianski,8,720,0,0,0,0,0,0,0,0,GK,West Ham,0,0,0.11967554409056902,0.11967554409056902
708,Federico Fernández,8,720,0,0,0,0.049395130947232246,0,2,1,0,D,Newcastle United,0,0,0.40343846939504147,0.40343846939504147
714,Gylfi Sigurdsson,8,378,0,0.3274588417261839,1,0.7063962444663048,7,6,0,0,M S,Everton,0,0.3274588417261839,1.2748420853167772,0.8172373399138451
730,Patrick van Aanholt,3,197,0,0.6078524589538574,0,0.1799477394670248,5,2,1,0,D S,Crystal Palace,0,0.6078524589538574,0.8680736497044563,0.14118258655071259
741,Jordan Pickford,7,630,0,0,0,0.021773621439933777,0,1,0,0,GK,Everton,0,0,0.9610286951065063,0.9392550736665726
745,Kasper Schmeichel,7,630,0,0,0,0,0,0,0,0,GK,Leicester,0,0,1.4210543483495712,1.4210543483495712
748,Wes Morgan,2,5,0,0,0,0,0,0,0,0,S,Leicester,0,0,0,0
749,Christian Fuchs,3,190,0,0,0,0,0,0,1,0,D S,Leicester,0,0,1.068318784236908,1.068318784236908
751,N&#039;Golo Kanté,8,714,0,0.07459268346428871,1,0.28890671767294407,2,2,1,0,M,Chelsea,0,0.07459268346428871,2.748637594282627,2.4155950024724007
753,Marc Albrighton,4,120,0,0,0,0.373577356338501,0,2,0,0,M S,Leicester,0,0,0.373577356338501,0
757,Jeffrey Schlupp,6,412,0,0.19764718040823936,1,0.9310951232910156,4,5,1,0,M S,Crystal Palace,0,0.19764718040823936,2.229027599096298,1.7288382574915886
759,Daniel Amartey,2,146,0,0,0,0,0,0,1,0,D,Leicester,0,0,0.44324490427970886,0.44324490427970886
766,Jamaal Lascelles,7,629,0,0.12232562713325024,0,0,3,0,1,0,D,Newcastle United,0,0.12232562713325024,0.48175277560949326,0.48175277560949326
769,Jonjo Shelvey,5,437,0,0.43028416857123375,0,0.5004184767603874,8,6,2,0,M,Newcastle United,0,0.43028416857123375,1.038075715303421,0.6588786765933037
770,Ayoze Pérez,4,287,0,0.3524164482951164,0,0.12497258186340332,5,2,1,0,F M,Leicester,0,0.3524164482951164,1.124941572546959,0.8305388242006302
771,Georginio Wijnaldum,7,541,0,1.3213175646960735,0,0.7328929267823696,9,4,0,0,M S,Liverpool,0,1.3213175646960735,3.219874754548073,1.7819357886910439
772,Moussa Sissoko,5,404,0,0,0,0.10652586445212364,0,2,0,0,M S,Tottenham,0,0,1.451514800079167,1.451514800079167
780,Karl Darlow,8,720,0,0,0,0,0,0,0,0,GK,Newcastle United,0,0,0.870568186044693,0.870568186044693
789,Robbie Brady,4,164,0,0.17315927147865295,0,0,2,0,0,0,M S,Burnley,0,0.17315927147865295,0.10007673874497414,0.03719380870461464
790,Nathan Redmond,5,308,0,0.37718589790165424,0,0.1440177597105503,6,2,0,0,M S,Southampton,0,0.37718589790165424,0.8548739887773991,0.3562905564904213
807,Jonny Evans,4,350,0,0,0,0,0,0,3,0,D,Leicester,0,0,0.07102583348751068,0.07102583348751068
835,Ryan Bertrand,7,620,0,0.06482653319835663,0,0.5071718655526638,1,7,1,0,D,Southampton,0,0.06482653319835663,1.7531437873840332,1.53913099411875
839,Shane Long,6,22,0,0.043368175625801086,0,0,1,0,0,0,S,Southampton,0,0.043368175625801086,0.039601054042577744,0.039601054042577744
844,Jay Rodriguez,5,149,0,0.11879787035286427,0,0.4193241484463215,3,2,1,0,F S,Burnley,0,0.11879787035286427,0.5116555411368608,0
857,Phil Bardsley,3,270,0,0.06341451406478882,0,0,3,0,2,0,D,Burnley,0,0.06341451406478882,0.1266939826309681,0.10160527005791664
876,Fabian Delph,3,151,0,0.014957983046770096,0,0.028502553701400757,1,1,0,0,M S,Everton,0,0.014957983046770096,0.4203451871871948,0.37688466906547546
884,Matt Targett,6,540,0,0.1761269047856331,0,0.17307038605213165,3,4,2,0,D,Aston Villa,0,0.1761269047856331,1.327497087419033,1.1949474513530731
885,Kyle Walker-Peters,8,720,0,0.21237952262163162,1,0.47635651752352715,4,3,3,0,D,Southampton,0,0.21237952262163162,2.1000835224986076,1.658994235098362
887,Erik Pieters,2,141,0,0.06186991557478905,0,0,1,0,0,0,D S,Burnley,0,0.06186991557478905,0.0869586244225502,0.0869586244225502
888,Xherdan Shaqiri,1,18,0,0,1,0.38926634192466736,0,1,0,0,S,Liverpool,0,0,0.4364539086818695,0.04718758910894394
900,Adama Traoré,7,307,0,0.24862369894981384,0,0.3114286884665489,4,5,0,0,D F M S,Wolverhampton Wanderers,0,0.24862369894981384,0.7376541420817375,0.2144061028957367
910,Harrison Reed,5,304,0,0.03609403967857361,1,0.6126911621540785,2,4,1,0,M S,Fulham,0,0.03609403967857361,0.9469147399067879,0.8503843676298857
934,Axel Tuanzebe,1,19,0,0,0,0,0,0,0,0,S,Manchester United,0,0,0.07169459760189056,0.07169459760189056
971,Harry Winks,4,255,0,0,0,0.0205964595079422,0,1,1,0,M S,Tottenham,0,0,1.5003297626972198,1.479733258485794
978,Sam Johnstone,7,630,0,0,0,0,0,0,0,0,GK,West Bromwich Albion,0,0,0.04052318260073662,0.04052318260073662
985,Mason Holgate,1,90,0,0,0,0,0,0,1,0,D,Everton,0,0,0.18416407704353333,0.18416407704353333
987,Joseph Gomez,6,504,0,0,0,0.06542927026748657,0,1,0,0,D S,Liverpool,0,0,2.0854201316833496,2.019990861415863
1006,Luke Shaw,7,611,0,0.04656786099076271,1,0.4433191157877445,1,6,2,0,D,Manchester United,0,0.04656786099076271,1.2239158265292645,0.9137230850756168
1013,Sam Field,3,56,0,0,0,0,0,0,0,0,S,West Bromwich Albion,0,0,0,0
1014,Tyler Roberts,6,211,0,0.06987313367426395,0,0.5860185846686363,2,2,0,0,F M S,Leeds,0,0.06987313367426395,1.1048930920660496,0.5272998418658972
1017,Matej Vydra,5,123,0,0.3144465610384941,0,0.3053257428109646,4,2,0,0,F S,Burnley,0,0.3144465610384941,0.6816422194242477,0.06186991557478905
1042,Tom Davies,3,92,0,0,0,0,0,0,0,0,M S,Everton,0,0,0.10444408655166626,0.10444408655166626
1053,Keinan Davis,1,24,0,0,0,0.025605756789445877,0,1,0,0,S,Aston Villa,0,0,0.14269530773162842,0.14269530773162842
1084,Jonjoe Kenny,1,78,0,0,0,0,0,0,0,0,D,Everton,0,0,0.24064451456069946,0.24064451456069946
1208,Felipe Anderson,2,2,0,0,0,0,0,0,0,0,S,West Ham,0,0,0.05036865919828415,0.05036865919828415
1257,Alisson,5,450,0,0,0,0,0,0,0,0,GK,Liverpool,0,0,0.6251003872603178,0.6251003872603178
1299,Mario Lemina,4,152,0,0.023645693436264992,0,0.020453471690416336,1,1,0,0,M S,Fulham,0,0.023645693436264992,0.23018508777022362,0.18608592078089714
1304,Moise Kean,2,10,0,0.02234572172164917,0,0,1,0,0,0,S,Everton,0,0.02234572172164917,0.02234572172164917,0
1379,Allan,7,630,0,0.027992095798254013,0,0.06602059863507748,2,3,3,0,M,Everton,0,0.027992095798254013,2.520409792661667,2.4554101675748825
1545,Emil Krafth,2,180,0,0,0,0.084439467638731,0,2,1,0,D,Newcastle United,0,0,1.0327484011650085,0.9483089633285999
1621,Marcos Alonso,3,228,0,0.07554475963115692,0,0.019392126705497503,2,2,1,0,D,Chelsea,0,0.07554475963115692,0.3126493915915489,0.28257375583052635
1652,Matthew Lowton,3,270,0,0.014498330652713776,0,0.3239760398864746,1,1,0,0,D,Burnley,0,0.014498330652713776,0.4765646755695343,0.13809028267860413
1654,Ben Mee,1,90,0,0.07444126158952713,0,0,1,0,0,0,D,Burnley,0,0.07444126158952713,0,0
1663,Johann Berg Gudmundsson,3,175,0,0.08861548453569412,0,0.10262608528137207,3,1,0,0,M S,Burnley,0,0.08861548453569412,0.13251584768295288,0.08215422928333282
1665,James Tarkowski,5,450,0,0.7855677865445614,0,0.16127709299325943,5,2,1,0,D,Burnley,0,0.7855677865445614,0.1914277896285057,0.1914277896285057
1676,David Luiz,5,322,0,0.08108850568532944,0,0,2,0,0,0,D S,Arsenal,0,0.08108850568532944,0.7419462278485298,0.7419462278485298
1678,Michy Batshuayi,5,276,0,0.4152924418449402,1,0.7474531531333923,5,1,0,0,F S,Crystal Palace,0,0.4152924418449402,1.2802222073078156,0.8649297058582306
1682,Islam Slimani,1,17,0,0.10036919265985489,0,0.07683446258306503,1,1,0,0,S,Leicester,0,0.10036919265985489,0.17720365524291992,0
1683,Ryan Fraser,5,180,0,0.02544359490275383,0,0,1,0,0,0,M S,Newcastle United,0,0.02544359490275383,0.07934101298451424,0.053897418081760406
1685,Ahmed Elmohamady,2,29,0,0,0,0.045103128999471664,0,1,0,0,S,Aston Villa,0,0,0.05820625368505716,0.05820625368505716
1689,Jake Livermore,7,572,0,0.1552111804485321,0,0.13877588510513306,2,3,2,0,M,West Bromwich Albion,0,0.1552111804485321,0.45242596976459026,0.30472114868462086
1691,Robert Snodgrass,1,1,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0
1699,Shkodran Mustafi,2,42,0,0,0,0,0,0,0,0,S,Arsenal,0,0,0.06472476571798325,0.06472476571798325
1719,Javier Manquillo,4,301,0,0.023161858320236206,0,0.03938620537519455,1,1,1,0,D S,Newcastle United,0,0.023161858320236206,0.3257373087108135,0.26318925246596336
1726,Abdoulaye Doucouré,8,658,0,0.501471258699894,1,1.075171709060669,8,8,3,0,M,Everton,0,0.501471258699894,3.601759523153305,2.884805716574192
1735,Jack Stephens,4,313,0,0.08946642279624939,0,0.16044355928897858,1,2,1,0,D S,Southampton,0,0.08946642279624939,0.5595445409417152,0.4745302274823189
1736,Oliver McBurnie,8,451,0,0.9535592943429947,0,0.2295150961726904,9,5,1,0,F S,Sheffield United,0,0.9535592943429947,1.9507738649845123,0.857736311852932
1737,Matt Phillips,5,54,0,0.018212540075182915,0,0.14541804790496826,1,2,1,0,S,West Bromwich Albion,0,0.018212540075182915,0.14541804790496826,0
1738,Hal Robson-Kanu,3,80,0,0.08127648755908012,0,0.028762802481651306,3,1,0,0,S,West Bromwich Albion,0,0.08127648755908012,0.11003929376602173,0.028762802481651306
1739,Eric Bailly,2,95,0,0,0,0,0,0,1,0,D S,Manchester United,0,0,0,0
1740,Paul Pogba,7,371,0,0.15806081146001816,0,0.04921772889792919,4,2,0,0,M S,Manchester United,0,0.15806081146001816,0.9420327618718147,0.7556988224387169
1747,Kevin Long,6,540,0,0.09299547970294952,0,0.017368044704198837,1,1,2,0,D,Burnley,0,0.09299547970294952,0.42641355469822884,0.42641355469822884
1749,Rob Holding,4,360,0,0,0,0,0,0,1,0,D,Arsenal,0,0,0.7042411118745804,0.7042411118745804
1750,Ainsley Maitland-Niles,4,186,0,0.04620342329144478,0,0,1,0,0,0,M S,Arsenal,0,0.04620342329144478,0.6275815963745117,0.581378161907196
1760,Arthur Masuaku,7,630,0,0.4290256863459945,1,1.6911628395318985,6,6,1,0,D M,West Ham,0,0.4290256863459945,2.9761896058917046,1.3287903741002083
1785,Nampalys Mendy,7,620,0,0.012554878368973732,1,0.10518049448728561,1,2,2,0,M,Leicester,0,0.012554878368973732,1.036011354997754,0.9182759821414948
1791,Trent Alexander-Arnold,7,630,0,0.442498542368412,1,1.626403547823429,11,13,1,0,D,Liverpool,0,0.442498542368412,4.835914507508278,4.30236853659153
1823,Lucas Digne,7,613,0,0.1391140315681696,2,1.057229857891798,3,11,0,1,D,Everton,0,0.1391140315681696,1.9689388535916805,1.346093077212572
2164,Pablo Hernández,4,155,0,0.7301330305635929,0,0.09289492666721344,5,1,0,0,M S,Leeds,0,0.7301330305635929,1.448520615696907,0.6582984179258347
2190,Vicente Guaita,8,720,0,0,0,0,0,0,2,0,GK,Crystal Palace,0,0,0.8031520396471024,0.8031520396471024
2254,Mateo Kovacic,4,207,0,0.04955404018983245,1,0.081305131316185,2,1,0,0,M S,Chelsea,0,0.04955404018983245,1.3711001127958298,1.3215460181236267
2310,Alphonse Areola,7,630,0,0,0,0,0,0,0,0,GK,Fulham,0,0,0.9345784485340118,0.9345784485340118
2328,Thomas Partey,3,186,0,0.015543725341558456,0,0.02732781320810318,1,1,1,0,M S,Arsenal,0,0.015543725341558456,0.24441362544894218,0.20154207944869995
2379,João Cancelo,3,270,0,0.04745577648282051,1,0.7309595346450806,2,9,1,0,D M,Manchester City,0,0.04745577648282051,2.558535397052765,1.9275458455085754
2383,André Gomes,5,374,0,0.07467453181743622,0,0.09708605892956257,1,3,1,0,M,Everton,0,0.07467453181743622,1.0192211475223303,0.8474605418741703
2385,Mat Ryan,7,630,0,0,0,0,0,0,1,0,GK,Brighton,0,0,0.7660911232233047,0.7660911232233047
2446,Dani Ceballos,6,391,0,0.1316869705915451,1,1.235979862511158,1,9,1,0,M S,Arsenal,0,0.1316869705915451,2.2792858928442,2.027636334300041
2496,Rodri,6,540,0,0.10382279846817255,0,0.11898745037615299,5,5,2,0,M,Manchester City,0,0.10382279846817255,3.2423360347747803,3.069144293665886
2498,Aymeric Laporte,2,180,0,0.14257132448256016,0,0.0873722955584526,2,1,0,0,D,Manchester City,0,0.14257132448256016,1.3359061032533646,1.3359061032533646
2662,Christian Pulisic,3,177,0,0.22930411249399185,0,0.06347443163394928,5,1,0,0,M S,Chelsea,0,0.22930411249399185,0.866521880030632,0.6560221239924431
2958,Oleksandr Zinchenko,1,11,0,0,0,0,0,0,0,0,S,Manchester City,0,0,0.12230925261974335,0.12230925261974335
3203,Issa Diop,3,207,0,0,0,0,0,0,1,0,D S,West Ham,0,0,0.0291129257529974,0.0291129257529974
3304,Maxime Le Marchand,2,118,0,0.009506329894065857,0,0,1,0,2,0,D S,Fulham,0,0.009506329894065857,0.24691654741764069,0.24691654741764069
3389,Benjamin Mendy,3,252,0,0.02890380285680294,0,0.06408517062664032,1,1,2,0,D,Manchester City,0,0.02890380285680294,0.47433845698833466,0.44543465971946716
3420,Fabinho,6,480,0,0.04579477943480015,0,0.09710091166198254,2,2,1,0,D M S,Liverpool,0,0.04579477943480015,2.158806651830673,2.05896657705307
3422,João Moutinho,7,363,0,0.04521528258919716,0,0.3387257754802704,2,7,1,0,M S,Wolverhampton Wanderers,0,0.04521528258919716,0.8358128517866135,0.6732869893312454
3585,Said Benrahma,2,19,0,0.17427030205726624,1,0.37571224570274353,2,1,0,0,S,West Ham,0,0.17427030205726624,0.5784316062927246,0.028449056670069695
3635,Bernardo Silva,4,273,0,0.25306417793035507,0,0.0605582520365715,3,1,0,0,M S,Manchester City,0,0.25306417793035507,2.0123450085520744,1.6987226456403732
3683,Ivan Cavaleiro,7,431,0,0.1085791178047657,0,0.29206372890621424,5,8,1,0,F M S,Fulham,0,0.1085791178047657,0.871496245265007,0.6279316246509552
3979,Ahmed Hegazy,1,90,0,0,0,0,0,0,0,0,D,West Bromwich Albion,0,0,0.18402814865112305,0.18402814865112305
4391,Darnell Furlong,6,520,0,0.15728923864662647,1,0.7142787631601095,4,4,1,0,D,West Bromwich Albion,0,0.15728923864662647,0.6266651041805744,0.39008110016584396
4401,Emiliano Martinez,6,540,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,1.0524455942213535,1.0524455942213535
4422,Ashley Barnes,5,395,0,0.6369421929121017,0,0.21630618162453175,8,6,1,0,F,Burnley,0,0.6369421929121017,0.9374033845961094,0.307758217677474
4490,Semi Ajayi,6,540,0,0,0,0,0,0,1,0,D,West Bromwich Albion,0,0,0.14875192940235138,0.14875192940235138
4866,Aboubakar Kamara,5,221,0,0.6367536522448063,0,0.14285747706890106,3,3,1,1,F M S,Fulham,0,0.6367536522448063,0.8501993920654058,0.13358880393207073
5061,Kepa,3,270,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,0.14922799170017242,0.14922799170017242
5245,Bernardo,1,21,0,0,0,0,0,0,0,0,S,Brighton,0,0,0,0
5247,Naby Keita,4,254,0,0.30018896609544754,0,0.058805402368307114,5,1,0,0,M,Liverpool,0,0.30018896609544754,2.0612418055534363,1.7022474110126495
5256,Oliver Burke,4,255,0,0.25287725031375885,0,0.14032945036888123,4,3,0,0,F S,Sheffield United,0,0.25287725031375885,0.4333517700433731,0.04014504700899124
5264,Caglar Söyüncü,4,360,0,0.10172365233302116,0,0.11173887550830841,2,2,1,0,D,Leicester,0,0.10172365233302116,0.4877230152487755,0.4877230152487755
5274,Michael Hector,3,242,0,0.08639734238386154,0,0.019498158246278763,1,1,1,0,D,Fulham,0,0.08639734238386154,0.39164063334465027,0.372142493724823
5545,Wilfred Ndidi,2,180,0,0,0,0,0,0,0,0,D,Leicester,0,0,0.5722920000553131,0.5722920000553131
5549,Luka Milivojevic,6,221,0,0.133952047675848,0,0.16030673310160637,2,3,0,1,M S,Crystal Palace,0,0.133952047675848,0.7211640179157257,0.7211640179157257
5552,Nick Pope,7,630,0,0,0,0,0,0,0,0,GK,Burnley,0,0,0.2002447545528412,0.2002447545528412
5553,Declan Rice,8,720,0,0.17329925671219826,0,0.25500980764627457,2,5,1,0,M,West Ham,0,0.17329925671219826,1.6223028246313334,1.3561549130827188
5560,Scott McTominay,6,485,0,0.1563635692000389,0,0.42977569811046124,5,8,0,0,M S,Manchester United,0,0.1563635692000389,1.4428304433822632,1.1932663433253765
5562,Rekeem Harper,1,20,0,0,0,0,0,0,0,0,S,West Bromwich Albion,0,0,0,0
5569,Rhian Brewster,4,235,0,0.5717115998268127,0,0.13209126889705658,2,2,0,0,F S,Sheffield United,0,0.5717115998268127,0.8083225823938847,0.10451967641711235
5590,Tosin Adarabioyo,4,360,0,0.061386034823954105,0,0,3,0,0,0,D,Fulham,0,0.061386034823954105,0.2745848838239908,0.2745848838239908
5595,Daniel James,3,188,0,0.2891728840768337,0,0.12383266352117062,6,3,1,0,M,Manchester United,0,0.2891728840768337,0.5454487949609756,0.1555918324738741
5603,Aaron Ramsdale,8,720,0,0,0,0.05357085168361664,0,1,0,0,GK,Sheffield United,0,0,0.6511931158602238,0.5976222716271877
5681,Giovani Lo Celso,4,152,0,0.46154330112040043,0,0.3824579268693924,7,6,1,0,M S,Tottenham,0,0.46154330112040043,1.6056257411837578,1.1922119753435254
5708,Fernando Marçal,4,119,0,0.06145016849040985,0,0.08180419355630875,1,1,1,0,D M S,Wolverhampton Wanderers,0,0.06145016849040985,0.574294850230217,0.431040495634079
5973,Kenny Tete,2,128,0,0,1,0.1905679553747177,0,4,1,0,D M,Fulham,0,0,0.2867404669523239,0.09617252461612225
6042,Jan Bednarek,8,635,0,0.23909061402082443,0,0.03677000477910042,4,1,0,0,D,Southampton,0,0.23909061402082443,1.5779818519949913,1.5412118434906006
6044,Charlie Taylor,7,630,0,0.028903814032673836,0,0.20121581107378006,1,3,1,0,D,Burnley,0,0.028903814032673836,1.2592469826340675,1.054679661989212
6048,Lewis Dunk,5,450,0,0.6411619856953621,0,0.012112163938581944,4,1,1,1,D,Brighton,0,0.6411619856953621,1.3754739500582218,1.3754739500582218
6051,Dale Stephens,3,209,0,0.05343271978199482,0,0,2,0,0,0,M,Burnley,0,0.05343271978199482,0.1550379917025566,0.10160527005791664
6054,Ederson,6,540,0,0,0,0,0,0,0,0,GK,Manchester City,0,0,1.3616021871566772,1.3616021871566772
6062,Isaac Hayden,6,418,0,0.033151800744235516,0,0.03184874262660742,2,2,2,0,D M S,Newcastle United,0,0.033151800744235516,1.2926067635416985,1.2492747530341148
6080,Victor Lindelöf,6,540,0,0.12856781482696533,0,0.08528853952884674,1,1,0,0,D,Manchester United,0,0.12856781482696533,0.9780370742082596,0.9780370742082596
6122,Douglas Luiz,6,533,0,0.13816695380955935,1,0.5296301953494549,5,4,2,0,M,Aston Villa,0,0.13816695380955935,1.3412236273288727,0.7333045601844788
6162,Cengiz Ünder,3,65,0,0,2,1.4196698665618896,0,3,0,0,S,Leicester,0,0,2.011212259531021,0.5915423631668091
6163,Nélson Semedo,5,422,0,0.42926752381026745,0,0.07034627255052328,4,3,0,0,M,Wolverhampton Wanderers,0,0.42926752381026745,1.524118896573782,1.0786306746304035
6249,Davinson Sánchez,4,360,0,0.25366877019405365,0,0,3,0,0,0,D,Tottenham,0,0.25366877019405365,0.9184555411338806,0.9184555411338806
6273,Robin Koch,8,720,0,0.4227718785405159,0,0.009182261303067207,6,1,0,0,D,Leeds,0,0.4227718785405159,3.360496800392866,3.319942258298397
6274,Andriy Yarmolenko,5,90,0,0.10629013553261757,0,0.031181126832962036,4,1,1,0,S,West Ham,0,0.10629013553261757,0.171804491430521,0.048303283751010895
6314,Joachim Andersen,2,180,0,0.01906152069568634,0,0,1,0,0,0,D,Fulham,0,0.01906152069568634,0.1980474665760994,0.1980474665760994
6369,Ethan Ampadu,4,305,0,0.03511030972003937,0,0.10734748840332031,2,1,0,0,D M S,Sheffield United,0,0.03511030972003937,0.4577108919620514,0.4577108919620514
6377,Joe Rodon,1,1,0,0,0,0,0,0,0,0,S,Tottenham,0,0,0,0
6418,Hamza Choudhury,2,11,0,0,0,0,0,0,0,0,S,Leicester,0,0,0.10036919265985489,0.10036919265985489
6424,Ben Johnson,1,40,0,0,0,0,0,0,0,0,S,West Ham,0,0,0,0
6434,Franck Zambo,8,633,0,0.40911244601011276,1,0.5627083759754896,10,7,1,0,M S,Fulham,0,0.40911244601011276,2.3120898865163326,1.5398465394973755
6441,Ferrán Torres,4,179,0,1.4401979437097907,1,0.14410474337637424,8,2,0,0,F S,Manchester City,0,1.4401979437097907,1.6237527281045914,0.058119308203458786
6477,Cenk Tosun,2,26,0,0,0,0.07407927513122559,0,1,2,0,S,Everton,0,0,0.10806649923324585,0.033987220376729965
6504,Michael Obafemi,1,12,0,0,0,0,0,0,0,0,S,Southampton,0,0,0.06713031232357025,0.06713031232357025
6665,Curtis Jones,3,120,0,0.026075469329953194,0,0.030657855793833733,1,1,0,0,M S,Liverpool,0,0.026075469329953194,0.2783316019922495,0.2215982899069786
6736,Ibrahima Diallo,3,14,0,0,0,0.037903156131505966,0,1,1,0,S,Southampton,0,0,0.05899473465979099,0.021091578528285027
6756,Dwight McNeil,7,630,0,0.0769616924226284,1,0.5097906775772572,2,8,1,0,M,Burnley,0,0.0769616924226284,0.6874371524900198,0.5040018428117037
6817,Fred,6,378,0,0.10198329016566277,0,0.6437861435115337,4,3,3,0,M S,Manchester United,0,0.10198329016566277,1.0231633260846138,0.6707451641559601
6834,Joe Bryan,5,338,0,0.08320574834942818,0,0.10450741648674011,3,2,1,0,D M S,Fulham,0,0.08320574834942818,0.5407460480928421,0.42658551037311554
6840,Neeskens Kebano,4,111,0,0.2724298546090722,0,0,6,0,0,0,M S,Fulham,0,0.2724298546090722,0.24167165253311396,0.020527511835098267
6842,Alireza Jahanbakhsh,4,27,0,0.15174398943781853,1,0.8232863545417786,2,3,1,0,S,Brighton,0,0.15174398943781853,1.0982674360275269,0.6990741491317749
6849,Rui Patrício,7,630,0,0,0,0,0,0,0,0,GK,Wolverhampton Wanderers,0,0,0.07694162428379059,0.07694162428379059
6850,Willy Boly,7,630,0,0.15846826881170273,0,0,3,0,0,0,D,Wolverhampton Wanderers,0,0.15846826881170273,0.6983122378587723,0.6983122378587723
6851,Conor Coady,7,630,0,0,0,0.051153868436813354,0,1,1,0,D,Wolverhampton Wanderers,0,0,0.5561955906450748,0.5050417222082615
6852,Matt Doherty,5,436,0,0.31473442912101746,0,0.11512204818427563,1,3,1,0,D,Tottenham,0,0.31473442912101746,2.3714744271710515,2.3358208360150456
6853,Rúben Neves,7,463,0,0.42948145419359207,0,0.2643046975135803,13,8,1,0,M S,Wolverhampton Wanderers,0,0.42948145419359207,1.4291724488139153,0.8715664371848106
6856,Rúben Vinagre,2,173,0,0,0,0,0,0,0,0,M S,Wolverhampton Wanderers,0,0,0.17874661833047867,0.17874661833047867
6880,Edouard Mendy,4,360,0,0,0,0,0,0,0,0,GK,Chelsea,0,0,0.3151578828692436,0.3151578828692436
6891,Ryan Fredericks,3,230,0,0,1,1.096431091427803,0,9,2,0,D,West Ham,0,0,0.5434847921133041,0.1352338157594204
6962,Robin Olsen,1,90,0,0,0,0,0,0,0,0,GK,Everton,0,0,0,0
7077,Denis Odoi,3,270,0,0.04002567008137703,0,0.050192393362522125,2,1,1,0,D,Fulham,0,0.04002567008137703,0.4257061406970024,0.3856804743409157
7078,Sean Longstaff,5,192,0,0.18653760105371475,0,0.10868450999259949,3,3,1,0,M S,Newcastle United,0,0.18653760105371475,0.38301848247647285,0.1964808776974678
7184,Tim Ream,5,450,0,0,0,0,0,0,0,0,D,Fulham,0,0,0.6187397316098213,0.6187397316098213
7187,Sergio Reguilón,3,270,0,0.10268111154437065,2,1.0861548483371735,3,6,1,0,D,Tottenham,0,0.10268111154437065,1.3884144723415375,0.7163809537887573
7236,Leander Dendoncker,6,460,0,0.5334200337529182,0,0.2425965927541256,5,7,0,0,M S,Wolverhampton Wanderers,0,0.5334200337529182,1.4256987534463406,0.7526030987501144
7298,Ben White,8,713,0,0.04942066967487335,0,0.06316699832677841,1,1,1,0,D M,Brighton,0,0.04942066967487335,2.3345824386924505,2.285161754116416
7332,Max Kilman,4,360,0,0,1,0.15953178703784943,0,3,0,0,D,Wolverhampton Wanderers,0,0,0.4238695241510868,0.33280256018042564
7382,Dan Burn,5,380,0,0.13285495806485415,0,0.07520990818738937,4,1,1,0,D S,Brighton,0,0.13285495806485415,0.6353759411722422,0.5456672888249159
7420,Miguel Almirón,7,388,0,0.2713216282427311,1,0.7059365175664425,3,7,1,0,M S,Newcastle United,0,0.2713216282427311,1.4476536624133587,0.6655747219920158
7490,Mason Greenwood,5,277,0,0.5923305451869965,0,0.19615313410758972,8,2,1,0,F M S,Manchester United,0,0.5923305451869965,0.7304366528987885,0.03646857291460037
7589,Wesley Fofana,3,270,0,0,0,0,0,0,1,0,D,Leicester,0,0,0.4372032731771469,0.4372032731771469
7689,Ben Godfrey,2,150,0,0,0,0.026667600497603416,0,1,0,0,D S,Everton,0,0,0.09638222120702267,0.09638222120702267
7691,Jamal Lewis,8,648,0,0,0,0.3168307766318321,0,7,3,0,D S,Newcastle United,0,0,1.5468971654772758,1.2514362782239914
7699,Adam Webster,8,720,0,0.3857515435665846,0,0.069588802754879,7,2,1,0,D,Brighton,0,0.3857515435665846,1.7864451874047518,1.7032324317842722
7703,John Egan,7,551,0,0.054193971678614616,0,0,2,0,2,1,D,Sheffield United,0,0.054193971678614616,1.2271298710256815,1.2271298710256815
7704,Chris Basham,8,665,0,0.12097656354308128,0,0.40896785259246826,2,3,0,0,D,Sheffield United,0,0.12097656354308128,1.2922606319189072,0.7623162474483252
7705,Jack O&#039;Connell,2,180,0,0,0,0,0,0,0,0,D,Sheffield United,0,0,0,0
7706,George Baldock,8,720,0,0.3139527440071106,1,1.17498292401433,6,6,1,0,D M,Sheffield United,0,0.3139527440071106,1.7584538534283638,1.3191842138767242
7707,Enda Stevens,8,720,0,0.20485377311706543,0,0.0793570876121521,6,1,1,0,D M,Sheffield United,0,0.20485377311706543,1.8990755584090948,1.761197766289115
7708,John Lundstram,8,629,0,1.3966741301119328,0,0.7341810762882233,8,11,3,0,M S,Sheffield United,0,0.6355052925646305,2.733997207134962,1.4847405180335045
7709,John Fleck,3,183,0,0.04379335045814514,0,0.09726834297180176,1,3,0,0,M S,Sheffield United,0,0.04379335045814514,0.1530655473470688,0.09985747933387756
7710,Oliver Norwood,5,281,0,0,0,0.07952231355011463,0,4,0,0,M S,Sheffield United,0,0,1.267995597794652,1.223545402288437
