team_id,gw,id,position,multiplier
321958,1,80,1,1
321958,1,411,2,1
321958,1,237,3,1
321958,1,275,4,1
321958,1,208,5,1
321958,1,233,6,2
321958,1,277,7,1
321958,1,381,8,1
321958,1,359,9,1
321958,1,213,10,1
321958,1,78,11,1
321958,1,181,12,0
321958,1,363,13,0
321958,1,429,14,0
321958,1,348,15,0
321958,2,80,1,1
321958,2,411,2,1
321958,2,237,3,1
321958,2,275,4,1
321958,2,233,5,2
321958,2,277,6,1
321958,2,381,7,1
321958,2,359,8,1
321958,2,363,9,1
321958,2,180,10,1
321958,2,78,11,1
321958,2,181,12,0
321958,2,56,13,0
321958,2,208,14,0
321958,2,348,15,0
321958,3,80,1,1
321958,3,411,2,1
321958,3,237,3,1
321958,3,275,4,1
321958,3,208,5,1
321958,3,233,6,1
321958,3,359,7,2
321958,3,363,8,1
321958,3,277,9,1
321958,3,180,10,1
321958,3,78,11,1
321958,3,181,12,0
321958,3,56,13,0
321958,3,381,14,0
321958,3,348,15,0
321958,4,80,1,1
321958,4,237,2,1
321958,4,275,3,1
321958,4,411,4,1
321958,4,56,5,1
321958,4,233,6,1
321958,4,277,7,2
321958,4,359,8,1
321958,4,363,9,1
321958,4,413,10,1
321958,4,78,11,1
321958,4,181,12,0
321958,4,381,13,0
321958,4,208,14,0
321958,4,348,15,0
321958,5,80,1,1
321958,5,56,2,1
321958,5,275,3,1
321958,5,411,4,1
321958,5,233,5,2
321958,5,289,6,1
321958,5,381,7,1
321958,5,196,8,1
321958,5,363,9,1
321958,5,529,10,1
321958,5,78,11,1
321958,5,181,12,0
321958,5,237,13,0
321958,5,208,14,0
321958,5,413,15,0
321958,6,80,1,1
321958,6,411,2,1
321958,6,237,3,1
321958,6,275,4,1
321958,6,233,5,2
321958,6,196,6,1
321958,6,363,7,1
321958,6,289,8,1
321958,6,381,9,1
321958,6,529,10,1
321958,6,413,11,1
321958,6,181,12,0
321958,6,78,13,0
321958,6,56,14,0
321958,6,208,15,0
321958,7,80,1,1
321958,7,411,2,1
321958,7,56,3,1
321958,7,122,4,1
321958,7,233,5,1
321958,7,196,6,1
321958,7,22,7,1
321958,7,289,8,1
321958,7,529,9,2
321958,7,413,10,1
321958,7,78,11,1
321958,7,181,12,0
321958,7,381,13,0
321958,7,208,14,0
321958,7,237,15,0
321958,8,559,1,1
321958,8,56,2,1
321958,8,491,3,1
321958,8,256,4,1
321958,8,233,5,1
321958,8,261,6,1
321958,8,22,7,1
321958,8,482,8,1
321958,8,413,9,1
321958,8,529,10,2
321958,8,134,11,1
321958,8,80,12,0
321958,8,249,13,0
321958,8,196,14,0
321958,8,76,15,0
321958,9,559,1,1
321958,9,256,2,1
321958,9,491,3,1
321958,9,249,4,1
321958,9,233,5,2
321958,9,482,6,1
321958,9,261,7,1
321958,9,196,8,1
321958,9,22,9,1
321958,9,205,10,1
321958,9,413,11,1
321958,9,80,12,0
321958,9,76,13,0
321958,9,56,14,0
321958,9,134,15,0
321958,10,559,1,1
321958,10,256,2,1
321958,10,491,3,1
321958,10,249,4,1
321958,10,233,5,2
321958,10,482,6,1
321958,10,261,7,1
321958,10,22,8,1
321958,10,205,9,1
321958,10,413,10,1
321958,10,78,11,1
321958,10,80,12,0
321958,10,76,13,0
321958,10,56,14,0
321958,10,196,15,0
321958,11,559,1,1
321958,11,491,2,1
321958,11,135,3,1
321958,11,76,4,1
321958,11,233,5,2
321958,11,261,6,1
321958,11,22,7,1
321958,11,196,8,1
321958,11,205,9,1
321958,11,413,10,1
321958,11,78,11,1
321958,11,80,12,0
321958,11,256,13,0
321958,11,482,14,0
321958,11,56,15,0
321958,12,559,1,1
321958,12,135,2,1
321958,12,491,3,1
321958,12,256,4,1
321958,12,76,5,1
321958,12,233,6,2
321958,12,261,7,1
321958,12,420,8,1
321958,12,413,9,1
321958,12,205,10,1
321958,12,78,11,1
321958,12,80,12,0
321958,12,196,13,0
321958,12,482,14,0
321958,12,56,15,0
321958,13,559,1,1
321958,13,491,2,1
321958,13,237,3,1
321958,13,256,4,1
321958,13,233,5,2
321958,13,261,6,1
321958,13,196,7,1
321958,13,482,8,1
321958,13,413,9,1
321958,13,205,10,1
321958,13,78,11,1
321958,13,376,12,0
321958,13,420,13,0
321958,13,56,14,0
321958,13,135,15,0
321958,14,559,1,1
321958,14,237,2,1
321958,14,491,3,1
321958,14,256,4,1
321958,14,233,5,2
321958,14,261,6,1
321958,14,196,7,1
321958,14,420,8,1
321958,14,205,9,1
321958,14,413,10,1
321958,14,78,11,1
321958,14,376,12,0
321958,14,482,13,0
321958,14,56,14,0
321958,14,135,15,0
321958,15,559,1,1
321958,15,122,2,1
321958,15,237,3,1
321958,15,491,4,1
321958,15,256,5,1
321958,15,233,6,2
321958,15,261,7,1
321958,15,196,8,1
321958,15,482,9,1
321958,15,413,10,1
321958,15,205,11,1
321958,15,376,12,0
321958,15,78,13,0
321958,15,420,14,0
321958,15,56,15,0
321958,16,559,1,1
321958,16,122,2,1
321958,16,237,3,1
321958,16,256,4,1
321958,16,233,5,2
321958,16,261,6,1
321958,16,420,7,1
321958,16,482,8,1
321958,16,196,9,1
321958,16,413,10,1
321958,16,450,11,1
321958,16,376,12,0
321958,16,205,13,0
321958,16,491,14,0
321958,16,56,15,0
321958,17,559,1,1
321958,17,44,2,1
321958,17,122,3,1
321958,17,237,4,1
321958,17,491,5,1
321958,17,233,6,2
321958,17,261,7,1
321958,17,420,8,1
321958,17,558,9,1
321958,17,196,10,1
321958,17,413,11,1
321958,17,376,12,0
321958,17,205,13,0
321958,17,450,14,0
321958,17,256,15,0
321958,18,559,1,1
321958,18,237,2,1
321958,18,44,3,1
321958,18,122,4,1
321958,18,256,5,1
321958,18,233,6,2
321958,18,558,7,1
321958,18,196,8,1
321958,18,261,9,1
321958,18,263,10,1
321958,18,6,11,1
321958,18,376,12,0
321958,18,450,13,0
321958,18,420,14,0
321958,18,491,15,0
321958,19,559,1,1
321958,19,44,2,1
321958,19,122,3,1
321958,19,256,4,1
321958,19,491,5,1
321958,19,558,6,1
321958,19,420,7,1
321958,19,261,8,1
321958,19,263,9,1
321958,19,6,10,2
321958,19,450,11,1
321958,19,376,12,0
321958,19,196,13,0
321958,19,237,14,0
321958,19,233,15,0
321958,20,146,1,1
321958,20,122,2,1
321958,20,256,3,1
321958,20,237,4,1
321958,20,491,5,1
321958,20,420,6,1
321958,20,261,7,1
321958,20,233,8,2
321958,20,362,9,1
321958,20,263,10,1
321958,20,450,11,1
321958,20,559,12,0
321958,20,6,13,0
321958,20,196,14,0
321958,20,44,15,0
321958,21,146,1,1
321958,21,44,2,1
321958,21,256,3,1
321958,21,237,4,1
321958,21,420,5,2
321958,21,261,6,1
321958,21,233,7,1
321958,21,362,8,1
321958,21,196,9,1
321958,21,413,10,1
321958,21,263,11,1
321958,21,559,12,0
321958,21,450,13,0
321958,21,122,14,0
321958,21,491,15,0
321958,22,270,1,1
321958,22,122,2,1
321958,22,555,3,1
321958,22,370,4,1
321958,22,277,5,2
321958,22,362,6,1
321958,22,212,7,1
321958,22,138,8,1
321958,22,357,9,1
321958,22,529,10,1
321958,22,450,11,1
321958,22,94,12,0
321958,22,76,13,0
321958,22,354,14,0
321958,22,245,15,0
321958,23,559,1,1
321958,23,256,2,1
321958,23,237,3,1
321958,23,429,4,1
321958,23,420,5,1
321958,23,261,6,1
321958,23,196,7,1
321958,23,362,8,1
321958,23,413,9,1
321958,23,450,10,2
321958,23,468,11,1
321958,23,146,12,0
321958,23,122,13,0
321958,23,44,14,0
321958,23,233,15,0
321958,24,146,1,1
321958,24,256,2,1
321958,24,237,3,1
321958,24,259,4,1
321958,24,420,5,1
321958,24,261,6,1
321958,24,196,7,1
321958,24,362,8,1
321958,24,233,9,2
321958,24,413,10,1
321958,24,586,11,1
321958,24,559,12,0
321958,24,450,13,0
321958,24,44,14,0
321958,24,429,15,0
321958,25,146,1,1
321958,25,44,2,1
321958,25,237,3,1
321958,25,429,4,1
321958,25,233,5,1
321958,25,261,6,1
321958,25,420,7,1
321958,25,277,8,2
321958,25,362,9,1
321958,25,586,10,1
321958,25,450,11,1
321958,25,559,12,0
321958,25,259,13,0
321958,25,256,14,0
321958,25,329,15,0
1075541,1,30,1,1
1075541,1,67,2,1
1075541,1,168,3,1
1075541,1,262,4,1
1075541,1,240,5,1
1075541,1,277,6,2
1075541,1,233,7,1
1075541,1,22,8,1
1075541,1,380,9,1
1075541,1,337,10,1
1075541,1,413,11,1
1075541,1,199,12,0
1075541,1,52,13,0
1075541,1,326,14,0
1075541,1,145,15,0
1075541,2,199,1,1
1075541,2,52,2,1
1075541,2,207,3,1
1075541,2,262,4,1
1075541,2,240,5,1
1075541,2,277,6,2
1075541,2,233,7,1
1075541,2,22,8,1
1075541,2,380,9,1
1075541,2,337,10,1
1075541,2,413,11,1
1075541,2,30,12,0
1075541,2,67,13,0
1075541,2,326,14,0
1075541,2,145,15,0
1075541,3,30,1,1
1075541,3,52,2,1
1075541,3,207,3,1
1075541,3,262,4,1
1075541,3,361,5,1
1075541,3,240,6,1
1075541,3,277,7,1
1075541,3,233,8,1
1075541,3,22,9,1
1075541,3,337,10,2
1075541,3,413,11,1
1075541,3,199,12,0
1075541,3,380,13,0
1075541,3,145,14,0
1075541,3,326,15,0
1075541,4,270,1,1
1075541,4,76,2,1
1075541,4,56,3,1
1075541,4,262,4,1
1075541,4,361,5,1
1075541,4,171,6,1
1075541,4,277,7,1
1075541,4,233,8,1
1075541,4,268,9,1
1075541,4,579,10,2
1075541,4,413,11,1
1075541,4,80,12,0
1075541,4,450,13,0
1075541,4,145,14,0
1075541,4,326,15,0
1075541,5,270,1,1
1075541,5,76,2,1
1075541,5,326,3,1
1075541,5,262,4,1
1075541,5,56,5,1
1075541,5,171,6,1
1075541,5,277,7,1
1075541,5,233,8,2
1075541,5,145,9,1
1075541,5,583,10,1
1075541,5,579,11,1
1075541,5,80,12,0
1075541,5,268,13,0
1075541,5,361,14,0
1075541,5,413,15,0
1075541,6,270,1,1
1075541,6,76,2,1
1075541,6,56,3,1
1075541,6,122,4,1
1075541,6,361,5,1
1075541,6,277,6,1
1075541,6,233,7,1
1075541,6,399,8,1
1075541,6,413,9,1
1075541,6,579,10,2
1075541,6,583,11,1
1075541,6,80,12,0
1075541,6,145,13,0
1075541,6,326,14,0
1075541,6,171,15,0
1075541,7,270,1,1
1075541,7,361,2,1
1075541,7,76,3,1
1075541,7,56,4,1
1075541,7,171,5,1
1075541,7,277,6,1
1075541,7,233,7,1
1075541,7,399,8,1
1075541,7,583,9,1
1075541,7,413,10,1
1075541,7,579,11,2
1075541,7,80,12,0
1075541,7,122,13,0
1075541,7,326,14,0
1075541,7,145,15,0
1075541,8,80,1,1
1075541,8,361,2,1
1075541,8,76,3,1
1075541,8,56,4,1
1075541,8,277,5,1
1075541,8,233,6,2
1075541,8,365,7,1
1075541,8,399,8,1
1075541,8,583,9,1
1075541,8,134,10,1
1075541,8,579,11,1
1075541,8,270,12,0
1075541,8,171,13,0
1075541,8,122,14,0
1075541,8,326,15,0
1075541,9,80,1,1
1075541,9,361,2,1
1075541,9,135,3,1
1075541,9,76,4,1
1075541,9,171,5,1
1075541,9,277,6,1
1075541,9,233,7,1
1075541,9,365,8,1
1075541,9,583,9,1
1075541,9,78,10,1
1075541,9,579,11,2
1075541,9,270,12,0
1075541,9,399,13,0
1075541,9,56,14,0
1075541,9,326,15,0
1075541,10,270,1,1
1075541,10,237,2,1
1075541,10,135,3,1
1075541,10,361,4,1
1075541,10,76,5,1
1075541,10,399,6,1
1075541,10,21,7,1
1075541,10,233,8,2
1075541,10,78,9,1
1075541,10,579,10,1
1075541,10,583,11,1
1075541,10,80,12,0
1075541,10,365,13,0
1075541,10,171,14,0
1075541,10,56,15,0
1075541,11,559,1,1
1075541,11,237,2,1
1075541,11,135,3,1
1075541,11,56,4,1
1075541,11,76,5,1
1075541,11,365,6,1
1075541,11,21,7,1
1075541,11,233,8,2
1075541,11,78,9,1
1075541,11,579,10,1
1075541,11,583,11,1
1075541,11,270,12,0
1075541,11,171,13,0
1075541,11,361,14,0
1075541,11,399,15,0
1075541,12,270,1,1
1075541,12,237,2,1
1075541,12,135,3,1
1075541,12,56,4,1
1075541,12,361,5,1
1075541,12,21,6,1
1075541,12,233,7,2
1075541,12,154,8,1
1075541,12,78,9,1
1075541,12,357,10,1
1075541,12,583,11,1
1075541,12,559,12,0
1075541,12,171,13,0
1075541,12,76,14,0
1075541,12,365,15,0
1075541,13,559,1,1
1075541,13,76,2,1
1075541,13,237,3,1
1075541,13,256,4,1
1075541,13,21,5,1
1075541,13,233,6,2
1075541,13,171,7,1
1075541,13,154,8,1
1075541,13,583,9,1
1075541,13,78,10,1
1075541,13,357,11,1
1075541,13,270,12,0
1075541,13,56,13,0
1075541,13,365,14,0
1075541,13,361,15,0
1075541,14,559,1,1
1075541,14,361,2,1
1075541,14,237,3,1
1075541,14,256,4,1
1075541,14,154,5,1
1075541,14,21,6,1
1075541,14,233,7,2
1075541,14,365,8,1
1075541,14,583,9,1
1075541,14,78,10,1
1075541,14,357,11,1
1075541,14,270,12,0
1075541,14,142,13,0
1075541,14,171,14,0
1075541,14,76,15,0
1075541,15,270,1,1
1075541,15,361,2,1
1075541,15,237,3,1
1075541,15,256,4,1
1075541,15,142,5,1
1075541,15,76,6,1
1075541,15,233,7,1
1075541,15,365,8,1
1075541,15,171,9,1
1075541,15,450,10,1
1075541,15,357,11,2
1075541,15,559,12,0
1075541,15,21,13,0
1075541,15,78,14,0
1075541,15,154,15,0
1075541,16,270,1,1
1075541,16,237,2,1
1075541,16,256,3,1
1075541,16,76,4,1
1075541,16,142,5,1
1075541,16,138,6,1
1075541,16,233,7,1
1075541,16,171,8,1
1075541,16,154,9,1
1075541,16,579,10,2
1075541,16,450,11,1
1075541,16,559,12,0
1075541,16,361,13,0
1075541,16,365,14,0
1075541,16,78,15,0
1075541,17,559,1,1
1075541,17,237,2,1
1075541,17,361,3,1
1075541,17,429,4,1
1075541,17,142,5,1
1075541,17,138,6,1
1075541,17,233,7,2
1075541,17,365,8,1
1075541,17,144,9,1
1075541,17,171,10,1
1075541,17,450,11,1
1075541,17,270,12,0
1075541,17,78,13,0
1075541,17,579,14,0
1075541,17,256,15,0
1075541,18,559,1,1
1075541,18,361,2,1
1075541,18,429,3,1
1075541,18,237,4,1
1075541,18,256,5,1
1075541,18,142,6,1
1075541,18,21,7,1
1075541,18,138,8,1
1075541,18,233,9,2
1075541,18,365,10,1
1075541,18,40,11,1
1075541,18,270,12,0
1075541,18,78,13,0
1075541,18,450,14,0
1075541,18,144,15,0
1075541,19,270,1,1
1075541,19,361,2,1
1075541,19,142,3,1
1075541,19,256,4,1
1075541,19,26,5,1
1075541,19,138,6,1
1075541,19,365,7,1
1075541,19,144,8,1
1075541,19,21,9,2
1075541,19,78,10,1
1075541,19,40,11,1
1075541,19,559,12,0
1075541,19,450,13,0
1075541,19,429,14,0
1075541,19,237,15,0
1075541,20,270,1,1
1075541,20,361,2,1
1075541,20,142,3,1
1075541,20,256,4,1
1075541,20,237,5,1
1075541,20,233,6,2
1075541,20,365,7,1
1075541,20,144,8,1
1075541,20,251,9,1
1075541,20,78,10,1
1075541,20,450,11,1
1075541,20,559,12,0
1075541,20,40,13,0
1075541,20,429,14,0
1075541,20,26,15,0
1075541,21,270,1,1
1075541,21,361,2,1
1075541,21,237,3,1
1075541,21,256,4,1
1075541,21,251,5,1
1075541,21,233,6,1
1075541,21,365,7,1
1075541,21,419,8,2
1075541,21,26,9,1
1075541,21,450,10,1
1075541,21,586,11,1
1075541,21,559,12,0
1075541,21,40,13,0
1075541,21,429,14,0
1075541,21,142,15,0
1075541,22,270,1,1
1075541,22,122,2,1
1075541,22,584,3,1
1075541,22,127,4,1
1075541,22,138,5,1
1075541,22,240,6,1
1075541,22,362,7,1
1075541,22,420,8,1
1075541,22,579,9,1
1075541,22,357,10,2
1075541,22,450,11,1
1075541,22,559,12,0
1075541,22,26,13,0
1075541,22,429,14,0
1075541,22,290,15,0
1075541,23,559,1,1
1075541,23,122,2,1
1075541,23,259,3,1
1075541,23,429,4,1
1075541,23,26,5,1
1075541,23,240,6,1
1075541,23,681,7,1
1075541,23,420,8,1
1075541,23,579,9,1
1075541,23,357,10,1
1075541,23,450,11,2
1075541,23,270,12,0
1075541,23,362,13,0
1075541,23,584,14,0
1075541,23,290,15,0
1075541,24,270,1,1
1075541,24,290,2,1
1075541,24,259,3,1
1075541,24,234,4,1
1075541,24,362,5,1
1075541,24,240,6,1
1075541,24,681,7,1
1075541,24,420,8,1
1075541,24,450,9,1
1075541,24,579,10,1
1075541,24,357,11,2
1075541,24,559,12,0
1075541,24,429,13,0
1075541,24,26,14,0
1075541,24,584,15,0
1075541,25,270,1,1
1075541,25,429,2,1
1075541,25,584,3,1
1075541,25,234,4,1
1075541,25,420,5,1
1075541,25,681,6,1
1075541,25,240,7,1
1075541,25,51,8,1
1075541,25,362,9,1
1075541,25,357,10,1
1075541,25,579,11,2
1075541,25,559,12,0
1075541,25,450,13,0
1075541,25,259,14,0
1075541,25,290,15,0
1186274,1,30,1,1
1186274,1,168,2,1
1186274,1,59,3,1
1186274,1,411,4,1
1186274,1,275,5,1
1186274,1,399,6,1
1186274,1,277,7,2
1186274,1,233,8,1
1186274,1,138,9,1
1186274,1,315,10,1
1186274,1,134,11,1
1186274,1,199,12,0
1186274,1,348,13,0
1186274,1,61,14,0
1186274,1,188,15,0
1186274,2,30,1,1
1186274,2,168,2,1
1186274,2,59,3,1
1186274,2,411,4,1
1186274,2,275,5,1
1186274,2,399,6,1
1186274,2,277,7,2
1186274,2,233,8,1
1186274,2,81,9,1
1186274,2,188,10,1
1186274,2,529,11,1
1186274,2,199,12,0
1186274,2,61,13,0
1186274,2,348,14,0
1186274,2,315,15,0
1186274,3,30,1,1
1186274,3,91,2,1
1186274,3,59,3,1
1186274,3,411,4,1
1186274,3,275,5,1
1186274,3,399,6,1
1186274,3,277,7,2
1186274,3,233,8,1
1186274,3,81,9,1
1186274,3,529,10,1
1186274,3,315,11,1
1186274,3,199,12,0
1186274,3,188,13,0
1186274,3,61,14,0
1186274,3,348,15,0
1186274,4,353,1,1
1186274,4,91,2,1
1186274,4,59,3,1
1186274,4,411,4,1
1186274,4,275,5,1
1186274,4,399,6,1
1186274,4,277,7,2
1186274,4,233,8,1
1186274,4,81,9,1
1186274,4,529,10,1
1186274,4,315,11,1
1186274,4,199,12,0
1186274,4,61,13,0
1186274,4,188,14,0
1186274,4,348,15,0
1186274,5,199,1,1
1186274,5,91,2,1
1186274,5,59,3,1
1186274,5,256,4,1
1186274,5,188,5,1
1186274,5,277,6,1
1186274,5,233,7,2
1186274,5,81,8,1
1186274,5,399,9,1
1186274,5,529,10,1
1186274,5,315,11,1
1186274,5,353,12,0
1186274,5,411,13,0
1186274,5,61,14,0
1186274,5,348,15,0
1186274,6,231,1,1
1186274,6,237,2,1
1186274,6,59,3,1
1186274,6,343,4,1
1186274,6,370,5,1
1186274,6,399,6,1
1186274,6,233,7,2
1186274,6,419,8,1
1186274,6,413,9,1
1186274,6,307,10,1
1186274,6,529,11,1
1186274,6,80,12,0
1186274,6,130,13,0
1186274,6,64,14,0
1186274,6,590,15,0
1186274,7,231,1,1
1186274,7,59,2,1
1186274,7,590,3,1
1186274,7,370,4,1
1186274,7,399,5,1
1186274,7,233,6,1
1186274,7,419,7,1
1186274,7,64,8,1
1186274,7,413,9,1
1186274,7,307,10,1
1186274,7,529,11,2
1186274,7,80,12,0
1186274,7,84,13,0
1186274,7,343,14,0
1186274,7,237,15,0
1186274,8,143,1,1
1186274,8,59,2,1
1186274,8,237,3,1
1186274,8,370,4,1
1186274,8,343,5,1
1186274,8,233,6,2
1186274,8,419,7,1
1186274,8,64,8,1
1186274,8,413,9,1
1186274,8,307,10,1
1186274,8,529,11,1
1186274,8,80,12,0
1186274,8,590,13,0
1186274,8,399,14,0
1186274,8,84,15,0
1186274,9,143,1,1
1186274,9,237,2,1
1186274,9,370,3,1
1186274,9,343,4,1
1186274,9,590,5,1
1186274,9,233,6,1
1186274,9,419,7,1
1186274,9,399,8,1
1186274,9,413,9,1
1186274,9,307,10,1
1186274,9,263,11,2
1186274,9,80,12,0
1186274,9,59,13,0
1186274,9,64,14,0
1186274,9,84,15,0
1186274,10,143,1,2
1186274,10,237,2,1
1186274,10,343,3,1
1186274,10,59,4,1
1186274,10,21,5,1
1186274,10,233,6,1
1186274,10,419,7,1
1186274,10,265,8,1
1186274,10,413,9,1
1186274,10,263,10,1
1186274,10,307,11,1
1186274,10,314,12,0
1186274,10,370,13,0
1186274,10,64,14,0
1186274,10,590,15,0
1186274,11,143,1,1
1186274,11,237,2,1
1186274,11,59,3,1
1186274,11,343,4,1
1186274,11,590,5,1
1186274,11,233,6,2
1186274,11,21,7,1
1186274,11,265,8,1
1186274,11,64,9,1
1186274,11,307,10,1
1186274,11,430,11,1
1186274,11,314,12,0
1186274,11,370,13,0
1186274,11,413,14,0
1186274,11,419,15,0
1186274,12,143,1,1
1186274,12,59,2,1
1186274,12,370,3,1
1186274,12,343,4,1
